; level 9 - (loosely) based on original 'circles' level

; paths are opened sequentially and repeated.

100, 19, 1, 101, s, 0
101,  6, 0, 102, s, 0
102,  5, 0, 103, s, 0
103, 21, 0, 104, s, 0
104, 22, 0, 105, s, 0
105, 20, 0, 106, s, 0
106,  4, 0, 107, s, 0
107, 14, 0, 108, s, 0
108, 17, 0, 109, s, 0
109, 13, 0, 110, s, 0
110,  1, 0, 111, s, 0
111,  8, 0, 112, s, 0
112,  9, 0, 113, s, 0
113,  7, 0, 114, s, 0
114,  0, 0, 115, s, 0
115, 11, 0, 116, s, 0
116, 16, 0, 117, s, 0
117, 18, 0, 118, s, 0
118,  3, 0, 119, s, 0
119,  2, 0, 120, s, 0
120, 10, 0, 121, s, 0
121, 12, 0, 122, s, 0
122, 15, 0, 100, s, 0





; end
